Variable,Importancia
Q49,0.08755203615161042
Q9,0.08512022144836937
Q7,0.08244281913184422
Q52,0.07810142421708044
Q8,0.07655655090135556
Q10,0.07364554984724243
Q11,0.07029192961223638
Q50,0.06590344150913081
Q51,0.06446093993358878
Q1,0.0644230726969767
Q6,0.058395702484317684
Q14,0.04885544411293137
Q12,0.04573729436018508
Q13,0.03780249036020342
Q3,0.036395101408498734
Q2,0.02431598182442862
